"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","V_wane_rate","rec_rate","V_fail_rate","V_symptom_rate","beta0","beta1","beta_mod_A","rho","sigmaSE","lag","S_0","I_0","A_0","V_0"
"US","all.equal","all","two.weeks",64,-6129.34980848695,20.6761146960609,0.000193558288990562,0.0282470378942172,0.700115777617283,0.00398043972195569,0.0407979752567893,0.0695001122482461,0.876048254787701,0.00137223943411172,0.935319856168414,0.254195066257469,0.0183643176745745,0.00436620073493962,0.00031610001800227,0.976953381572484
"US","all.equal","all","two.weeks",65,-36552.0210339563,6.13293262115015,0.000109532774877326,0.161496900879625,0.422416686987429,0.00523491246810587,0.0164110011361283,4.48049816650962e-05,0.168028091110727,0.120994437764298,5.54088348309787,0.0658628500939813,0.451819072221673,0.0550542711006874,0.491606963502054,0.00151969317558519
"US","all.equal","all","two.weeks",66,-31631.1028557066,2.05086990690326,0.000178995972227708,0.00215326819182173,0.00734544901236379,0.586726502036049,3.83366163929571e-05,0.0175570243761441,0.0613854924877173,0.885555258579421,1.87521093966908,0.243516102542613,0.00550077580678563,0.00585970543941105,0.983697100091734,0.00494241866206886
"US","all.equal","all","two.weeks",67,-6673.11508463058,132.274632921536,0.00086592819249458,0.0141067112016581,0.306334282615626,0.0158092014368296,0.0154811256788531,0.00124716874564532,0.0103070868963357,0.190180243777972,1.27220283293169,0.624579164504899,0.0347194827540518,0.000179635623393808,0.000409614606585269,0.964691267015969
"US","all.equal","all","two.weeks",68,-7494.79286054035,52.6991410486198,0.000311809918028364,0.0958253842012618,0.0535522569646826,0.049101523477542,0.0788798022721878,0.209302177908161,0.997696642588096,0.204592407769102,5.28751857880101,0.976847691997961,0.0779790720297299,0.873834431277223,0.0450084589539016,0.00317803773914574
"US","all.equal","all","two.weeks",69,-32296.1063275906,27.2875454303252,4.79298712948593e-06,0.00244755960080578,0.00200079997341612,0.000677398106786659,0.00732065467173933,0.0415695120796993,0.0694167197246824,0.981366208139814,1.47457993466568,0.0214300826842269,0.000389194307512254,0.00132172822956226,0.00372720869920959,0.994561868763716
"US","all.equal","all","two.weeks",70,-6061.60289281641,19.0442827311675,0.0023080429283865,0.0378311513064281,0.727224797800773,0.984505072793968,0.0458544239149412,0.000110266315565867,0.00501732660985278,0.000134281055548312,0.964456797452062,0.584538824212436,0.000328301534497102,0.00319585362227201,0.000176542271677417,0.996299302571554
"US","all.equal","all","two.weeks",71,-6399.01935665234,6.9780293129772,0.0013678133281147,0.0207365262360863,0.065492799125162,0.00210253358284644,0.0217787022559316,0.291723210963548,0.114425452553587,0.99597657305186,0.93980605728057,0.353458477027682,0.00020012155646326,2.83365762739842e-05,0.000296252842224191,0.999475289025039
"US","all.equal","all","two.weeks",72,-6746.74376890755,29.0062027387735,4.93056154437725e-05,0.0429589416613162,0.0814705076227306,0.399396859691687,0.606955606520334,0.143139316736599,0.989845543976274,0.000116396571055033,0.95040938909656,0.297200846319447,0.996583462690988,0.00322303078987142,5.81009331800168e-06,0.000187696425822546
"US","all.equal","all","two.weeks",73,-8951.5415173833,139.336710074622,0.00246669731483924,0.0571539754063333,0.726249210018286,0.0431924377910672,0.0568962274358058,0.0385909573601248,0.99801577255699,0.939722531283893,0.859340649745368,0.181016724335935,0.000585738126335451,0.0044446566916369,0.843350184787816,0.151619420394212
"US","all.equal","all","two.weeks",74,-7590.91577038068,72.0517308271732,1.08368931657414e-05,0.132394429280946,0.466652620167253,0.00286218495675129,1.20455448811389,0.0216878897040867,0.25654818189439,0.00385370615466473,0.724387768943704,0.631056586403933,0.0231808035922649,0.348601940948,0.627222496308691,0.00099475915104429
"US","all.equal","all","two.weeks",75,-35869.2126560059,9.98989093545281,1.55629094705957e-06,0.00224229383299007,0.0604482311663363,0.0833045413842716,0.00335744981427503,0.360061243096176,0.382085473371198,0.220533591706272,0.0190332806036471,0.16084666093845,0.960285244295938,4.86116932003252e-05,2.57116797452325e-05,0.0396404323311164
"US","all.equal","all","two.weeks",76,-36669.9530948742,0.559796568622488,0.000105423902147802,0.145571858150036,0.602829247317848,0.00229845102408381,0.0498719095379219,0.000301417259947431,0.852878146413476,0.374276828505448,0.750680200641581,0.995575967965395,0.144261403741603,0.845852121147462,0.003060729542535,0.00682574556840018
"US","all.equal","all","two.weeks",77,-35856.6894345726,2.05028839998347,0.000221105394286797,0.0364831976609895,0.481101525475011,0.88695360377471,0.000702029191196853,0.069675018283985,0.0149677393304734,0.816074166042376,8.65813599550773,0.873208047393086,0.0851482926683539,0.67393484391493,0.0687106917228052,0.172206171693911
"US","all.equal","all","two.weeks",78,-36724.609748617,0.131224114401544,4.6460029450321e-05,1.58147660156482,0.982724470961212,0.0107672538226073,2.55266750000127,0.0919808890192522,0.00708681138835384,0.951527296578582,1.42152103335592,0.275038535884769,0.958119065812862,0.016920063838855,0.0135912017928443,0.0113696685554391
"US","all.equal","all","two.weeks",79,-6022.89572500084,4.8144010771535,0.00671314677256497,0.0344270713821125,0.0335360911311122,0.526584967692764,0.0361520158035806,0.01255127556169,0.0260167934792842,0.000827591417458645,0.950717563398853,0.920762349328799,0.0129931860491606,0.000121294084967819,0.985573263971533,0.00131225589433914
"US","all.equal","all","two.weeks",80,-7452.59183704401,5.53934143356413,8.24566522178561e-06,2.32739785367409e-05,0.0011489377401393,0.0433463659906092,9.6831444214961e-06,0.0582850785286565,0.000653587641066873,0.998762573511633,2.19233517159647,0.0162162701162867,0.000303133800919544,0.267404045664833,0.732289960812571,2.85972167590456e-06
"US","all.equal","all","two.weeks",81,-6872.90104110223,51.1314948935894,0.0141444735047196,0.112492506070016,0.125719823972734,0.0080109109022727,0.108340332205371,0.00466490552259757,0.115127315532276,0.746607132904732,0.575282882187655,0.988714489820851,0.0493064726356803,0.00511776976620833,0.941919306142648,0.00365645145546306
"US","all.equal","all","two.weeks",82,-5945.02031148625,2.89774558618413,0.0357540691356795,0.0619227865156994,0.228757663197607,0.0269224209875886,0.0615677775196505,0.000274716112317564,0.878950311495749,0.293622023028025,0.88942450612104,0.115079738017947,0.000112430193987704,6.37655463201396e-06,3.21095425220748e-06,0.999877982297128
